index,Accuracy,Precision,DiceSimilarityCoefficient,IntersectionOverUnion,HausdorffDistance,TruePositive,TrueNegative,FalsePositive,FalseNegative,AUC,TruePositive_nor,TrueNegative_nor,FalsePositive_nor,FalseNegative_nor
0,0.990069,0.834552,0.838441,0.721824,4.690416,5937,222175,1177,1111,0.918548,2.577 ,96.430 ,0.511 ,0.482 
1,0.981319,0.775302,0.820142,0.695119,8.246211,9813,216283,2844,1460,0.928754,4.259 ,93.873 ,1.234 ,0.634 
2,0.959579,0.81863,0.835083,0.716861,11,23579,197508,5224,4089,0.913222,10.234 ,85.724 ,2.267 ,1.775 
3,0.971233,0.802935,0.824721,0.701724,8.602325,15593,208179,3827,2801,0.914835,6.768 ,90.355 ,1.661 ,1.216 
4,0.959366,0.854109,0.771067,0.627428,11.7047,15766,205272,2693,6669,0.844896,6.843 ,89.094 ,1.169 ,2.895 
5,0.97684,0.867326,0.840335,0.724636,6.78233,14042,211022,2148,3188,0.902449,6.095 ,91.589 ,0.932 ,1.384 
6,0.978043,0.826004,0.804453,0.672874,8.246211,10406,214935,2192,2867,0.886951,4.516 ,93.288 ,0.951 ,1.244 
7,0.980512,0.858899,0.826426,0.704197,8,10689,215221,1756,2734,0.894113,4.639 ,93.412 ,0.762 ,1.187 
8,0.975126,0.832419,0.834225,0.715597,7.348469,14420,210249,2903,2828,0.91121,6.259 ,91.254 ,1.260 ,1.227 
9,0.970339,0.800916,0.799601,0.666113,8.3666,13634,209932,3389,3445,0.891202,5.918 ,91.116 ,1.471 ,1.495 
10,0.984058,0.79759,0.822996,0.69923,8.3666,8539,218188,2167,1506,0.92012,3.706 ,94.700 ,0.941 ,0.654 
11,0.980881,0.811594,0.814768,0.687433,7.141428,9688,216307,2249,2156,0.903838,4.205 ,93.883 ,0.976 ,0.936 
12,0.975313,0.846168,0.827542,0.705818,7.071068,13647,211065,2481,3207,0.89905,5.923 ,91.608 ,1.077 ,1.392 
13,0.965872,0.861876,0.86324,0.759387,8.246211,24816,197721,3977,3886,0.922446,10.771 ,85.816 ,1.726 ,1.687 
14,0.981645,0.842078,0.822378,0.698338,5,9790,216381,1836,2393,0.897583,4.249 ,93.915 ,0.797 ,1.039 
15,0.983898,0.828351,0.826099,0.703721,5.830952,8812,217878,1826,1884,0.907774,3.825 ,94.565 ,0.793 ,0.818 
16,0.980599,0.843497,0.823515,0.69998,5.744563,10429,215501,1935,2535,0.89778,4.526 ,93.533 ,0.840 ,1.100 
17,0.982982,0.843223,0.822667,0.698755,4.795832,9095,217384,1691,2230,0.897686,3.947 ,94.351 ,0.734 ,0.968 
18,0.985304,0.777441,0.769283,0.625069,6.63325,5645,221369,1616,1770,0.877024,2.450 ,96.080 ,0.701 ,0.768 
19,0.984531,0.814407,0.797569,0.663297,4.690416,7021,219815,1600,1964,0.887094,3.047 ,95.406 ,0.694 ,0.852 
20,0.984731,0.854794,0.813922,0.686229,6,7694,219188,1307,2211,0.885426,3.339 ,95.134 ,0.567 ,0.960 
21,0.975252,0.775444,0.728295,0.572692,7.681146,7642,217056,2213,3489,0.838229,3.317 ,94.208 ,0.961 ,1.514 
22,0.984627,0.84476,0.76543,0.619998,6.403124,5779,221079,1062,2480,0.84747,2.508 ,95.954 ,0.461 ,1.076 
23,0.975582,0.81976,0.704424,0.543715,6.244998,6704,218070,1474,4152,0.805412,2.910 ,94.648 ,0.640 ,1.802 
24,0.970052,0.856676,0.868706,0.767888,7.745967,22827,200673,3819,3081,0.931202,9.908 ,87.098 ,1.658 ,1.337 
25,0.971979,0.848349,0.870968,0.771429,8.306624,21789,202155,3895,2561,0.937961,9.457 ,87.741 ,1.691 ,1.112 
26,0.968064,0.823783,0.848744,0.737233,8.888194,20644,202398,4416,2942,0.926956,8.960 ,87.846 ,1.917 ,1.277 
27,0.972522,0.841801,0.863241,0.759387,7.745967,19981,204088,3755,2576,0.933867,8.672 ,88.580 ,1.630 ,1.118 
28,0.970933,0.833978,0.845467,0.732302,7.937254,18320,205383,3647,3050,0.919915,7.951 ,89.142 ,1.583 ,1.324 
29,0.971497,0.847558,0.855591,0.747627,7.874008,19454,204379,3499,3068,0.923473,8.444 ,88.706 ,1.519 ,1.332 
30,0.9702,0.828757,0.852045,0.742229,9.899495,19770,203764,4085,2781,0.928513,8.581 ,88.439 ,1.773 ,1.207 
31,0.974514,0.826253,0.841263,0.726017,7.937254,15560,208968,3272,2600,0.920706,6.753 ,90.698 ,1.420 ,1.128 
32,0.973641,0.811887,0.833026,0.713835,7.615773,15149,209178,3510,2563,0.919396,6.575 ,90.789 ,1.523 ,1.112 
33,0.959735,0.806479,0.827382,0.705586,11.789826,22233,198890,5335,3942,0.911638,9.650 ,86.324 ,2.316 ,1.711 
34,0.974505,0.755568,0.763831,0.617902,9.848858,9499,215027,3073,2801,0.879093,4.123 ,93.328 ,1.334 ,1.216 
35,0.978016,0.854139,0.854458,0.745899,7.416198,14868,210467,2539,2526,0.921429,6.453 ,91.349 ,1.102 ,1.096 
36,0.966723,0.852635,0.856232,0.748606,8.831761,22831,199902,3946,3721,0.920251,9.909 ,86.763 ,1.713 ,1.615 
37,0.967465,0.829173,0.842389,0.727695,8.3666,20032,202872,4127,3369,0.918047,8.694 ,88.052 ,1.791 ,1.462 
38,0.961623,0.854993,0.820182,0.695177,11.7047,20165,201393,3420,5422,0.885699,8.752 ,87.410 ,1.484 ,2.353 
39,0.971376,0.86907,0.86677,0.764867,8.602325,21453,202352,3232,3363,0.924381,9.311 ,87.826 ,1.403 ,1.460 
40,0.970208,0.834261,0.833938,0.715175,9.643651,17235,206301,3424,3440,0.908645,7.480 ,89.540 ,1.486 ,1.493 
41,0.970638,0.882095,0.857426,0.750433,7.681146,20342,203293,2719,4046,0.91045,8.829 ,88.235 ,1.180 ,1.756 
42,0.963598,0.795011,0.739218,0.586317,13.114877,11887,210126,3065,5322,0.838183,5.159 ,91.201 ,1.330 ,2.310 
43,0.961528,0.85994,0.846834,0.734356,11.357817,24504,197032,3991,4873,0.907134,10.635 ,85.517 ,1.732 ,2.115 
44,0.955213,0.806008,0.796152,0.661339,11.661904,20151,199930,4850,5469,0.881425,8.746 ,86.775 ,2.105 ,2.374 
45,0.961345,0.769487,0.786222,0.647747,10.630146,16377,205117,4906,4000,0.89017,7.108 ,89.026 ,2.129 ,1.736 
46,0.970061,0.790921,0.787361,0.649296,11.224972,12771,210731,3376,3522,0.884033,5.543 ,91.463 ,1.465 ,1.529 
47,0.974453,0.843695,0.83827,0.72157,11.61895,15254,209260,2826,3060,0.909795,6.621 ,90.825 ,1.227 ,1.328 
48,0.979145,0.874597,0.889002,0.800183,10.908712,19242,206353,2759,2046,0.945348,8.352 ,89.563 ,1.197 ,0.888 
49,0.949527,0.842705,0.838672,0.722166,12.569805,30227,188544,5642,5987,0.902811,13.119 ,81.833 ,2.449 ,2.599 
50,0.93773,0.792464,0.772165,0.628883,11.18034,24312,191741,6367,7980,0.86037,10.552 ,83.221 ,2.763 ,3.464 
51,0.947214,0.807187,0.721973,0.564913,15.297059,15791,202447,3772,8390,0.817371,6.854 ,87.868 ,1.637 ,3.641 
52,0.978203,0.808303,0.804591,0.673068,10.677078,10339,215039,2452,2570,0.89482,4.487 ,93.333 ,1.064 ,1.115 
53,0.978129,0.816363,0.824956,0.702064,7.81025,11874,213487,2671,2368,0.910687,5.154 ,92.659 ,1.159 ,1.028 
54,0.997374,0.66473,0.725872,0.569701,6.557439,801,228994,404,201,0.89882,0.348 ,99.390 ,0.175 ,0.087 
55,0.998051,0.776553,0.775388,0.63317,4.795832,775,229176,223,226,0.886627,0.336 ,99.469 ,0.097 ,0.098 
56,0.980104,0.8687,0.731333,0.576458,8.774964,6239,219577,943,3641,0.813601,2.708 ,95.303 ,0.409 ,1.580 
57,0.990095,0.88254,0.858979,0.752816,5.656854,6950,221168,925,1357,0.916239,3.016 ,95.993 ,0.401 ,0.589 
58,0.981076,0.837408,0.669647,0.50336,7.874008,4419,221621,858,3502,0.777014,1.918 ,96.190 ,0.372 ,1.520 
59,0.991753,0.831725,0.788136,0.65035,6,3534,224966,715,1185,0.87286,1.534 ,97.641 ,0.310 ,0.514 
60,0.991398,0.745538,0.766769,0.621756,5.477226,3258,225160,1112,870,0.892165,1.414 ,97.726 ,0.483 ,0.378 
61,0.983168,0.871553,0.851224,0.740983,8.774964,11094,215428,1635,2243,0.912144,4.815 ,93.502 ,0.710 ,0.974 
62,0.978051,0.891345,0.805073,0.673742,12.4499,10443,214900,1273,3784,0.864069,4.533 ,93.273 ,0.553 ,1.642 
63,0.99227,0.860751,0.744146,0.592542,6.63325,2590,226029,419,1362,0.826757,1.124 ,98.103 ,0.182 ,0.591 
64,0.983789,0.85836,0.610003,0.438852,9.643651,2921,223744,482,3253,0.735482,1.268 ,97.111 ,0.209 ,1.412 
65,0.982305,0.818565,0.571248,0.399823,9.848858,2716,223607,602,3475,0.718008,1.179 ,97.052 ,0.261 ,1.508 
66,0.984223,0.8618,0.621709,0.451072,9.643651,2987,223778,479,3156,0.742054,1.296 ,97.126 ,0.208 ,1.370 
67,0.984444,0.848712,0.638418,0.46888,9.591663,3164,223652,564,3020,0.754564,1.373 ,97.071 ,0.245 ,1.311 
68,0.986901,0.877953,0.737383,0.584011,7.81025,4237,223145,589,2429,0.81649,1.839 ,96.851 ,0.256 ,1.054 
69,0.987053,0.843982,0.727206,0.571346,8.42615,3976,223441,735,2248,0.817769,1.726 ,96.980 ,0.319 ,0.976 
70,0.986567,0.856548,0.70521,0.544652,9,3702,223603,620,2475,0.798277,1.607 ,97.050 ,0.269 ,1.074 
71,0.978129,0.869318,0.629676,0.459509,8.888194,4284,221077,644,4395,0.74535,1.859 ,95.954 ,0.280 ,1.908 
72,0.982209,0.80172,0.633462,0.463552,7.549834,3542,222759,876,3223,0.75983,1.537 ,96.684 ,0.380 ,1.399 
73,0.990152,0.843284,0.69613,0.533895,8,2599,225532,483,1786,0.795283,1.128 ,97.887 ,0.210 ,0.775 
74,0.991563,0.842851,0.662031,0.494802,6.324555,1904,226552,355,1589,0.771763,0.826 ,98.330 ,0.154 ,0.690 
75,0.99171,0.824034,0.667826,0.501305,6.63325,1920,226570,410,1500,0.779799,0.833 ,98.338 ,0.178 ,0.651 
76,0.987852,0.854284,0.74543,0.594171,6.324555,4098,223503,699,2100,0.829032,1.779 ,97.007 ,0.303 ,0.911 
77,0.98803,0.857233,0.746694,0.595779,6.480741,4065,223577,677,2081,0.829193,1.764 ,97.039 ,0.294 ,0.903 
78,0.992826,0.850867,0.736069,0.582365,6.324555,2305,226442,404,1249,0.823392,1.000 ,98.282 ,0.175 ,0.542 
79,0.992865,0.842217,0.706114,0.545731,6.082763,1975,226781,370,1274,0.803125,0.857 ,98.429 ,0.161 ,0.553 
80,0.99385,0.812291,0.732793,0.578274,6.244998,1943,227040,449,968,0.832747,0.843 ,98.542 ,0.195 ,0.420 
81,0.994609,0.868488,0.766102,0.620879,6.480741,2034,227124,308,934,0.841978,0.883 ,98.578 ,0.134 ,0.405 
82,0.994175,0.825828,0.743403,0.591601,6.244998,1944,227114,410,932,0.837068,0.844 ,98.574 ,0.178 ,0.405 
83,0.996055,0.834895,0.804558,0.673022,3.316625,1871,227620,370,539,0.887363,0.812 ,98.793 ,0.161 ,0.234 
84,0.994787,0.839688,0.763443,0.617394,6.403124,1938,227261,370,831,0.849133,0.841 ,98.638 ,0.161 ,0.361 
85,0.995078,0.840544,0.842412,0.727731,4,3031,226235,575,559,0.920877,1.316 ,98.192 ,0.250 ,0.243 
86,0.992391,0.81759,0.800364,0.667173,5.09902,3514,225133,784,969,0.89019,1.525 ,97.714 ,0.340 ,0.421 
87,0.994397,0.867061,0.833096,0.713938,4.472136,3222,225887,494,797,0.899755,1.398 ,98.041 ,0.214 ,0.346 
88,0.994666,0.734897,0.770923,0.627237,4.898979,2068,227103,746,483,0.903694,0.898 ,98.569 ,0.324 ,0.210 
89,0.991532,0.855053,0.800613,0.667519,5.385165,3917,224532,664,1287,0.874871,1.700 ,97.453 ,0.288 ,0.559 
90,0.986849,0.841827,0.807619,0.677316,8,6360,221010,1195,1835,0.885353,2.760 ,95.924 ,0.519 ,0.796 
91,0.988194,0.85071,0.837496,0.720423,7.348469,7009,220671,1230,1490,0.909571,3.042 ,95.777 ,0.534 ,0.647 
92,0.992422,0.840604,0.80329,0.671248,6.403124,3565,225089,676,1070,0.883077,1.547 ,97.695 ,0.293 ,0.464 
93,0.99763,0.618434,0.695652,0.533333,5.477226,624,229230,385,161,0.896614,0.271 ,99.492 ,0.167 ,0.070 
94,0.985373,0.827725,0.819012,0.693497,8.485281,7625,219405,1587,1783,0.90165,3.309 ,95.228 ,0.689 ,0.774 
95,0.983576,0.849194,0.739537,0.586719,9.380832,5372,221244,954,2830,0.825334,2.332 ,96.026 ,0.414 ,1.228 
96,0.970677,0.794508,0.645949,0.477049,10.34408,6163,217481,1594,5162,0.768459,2.675 ,94.393 ,0.692 ,2.240 
97,0.978394,0.737089,0.782658,0.642924,10.723805,8963,216459,3197,1781,0.909839,3.890 ,93.949 ,1.388 ,0.773 
98,0.975716,0.808837,0.778143,0.636853,10.049876,9812,214993,2319,3276,0.869512,4.259 ,93.313 ,1.007 ,1.422 
99,0.984336,0.75477,0.688852,0.525381,9.69536,3995,222796,1298,2311,0.813866,1.734 ,96.700 ,0.563 ,1.003 
100,0.992591,0.716757,0.699736,0.538149,7.681146,1989,226704,786,921,0.840025,0.863 ,98.396 ,0.341 ,0.400 
101,0.98737,0.538165,0.620204,0.449489,9.055385,2376,225114,2039,871,0.861388,1.031 ,97.706 ,0.885 ,0.378 
102,0.977209,0.84819,0.788223,0.650469,8.774964,9772,215377,1749,3502,0.86406,4.241 ,93.480 ,0.759 ,1.520 
103,0.985868,0.799068,0.759527,0.612289,6.78233,5142,222002,1293,1963,0.858963,2.232 ,96.355 ,0.561 ,0.852 
104,0.977335,0.441474,0.575102,0.403609,8.831761,3534,221644,4471,751,0.902482,1.534 ,96.200 ,1.941 ,0.326 
105,0.990977,0.817849,0.75039,0.6005,6.855655,3125,225196,696,1383,0.845065,1.356 ,97.741 ,0.302 ,0.600 
106,0.992882,0.778238,0.785565,0.646856,4.690416,3004,225756,856,784,0.894627,1.304 ,97.984 ,0.372 ,0.340 
107,0.994757,0.636188,0.685253,0.521205,6.403124,1315,227877,752,456,0.869615,0.571 ,98.905 ,0.326 ,0.198 
108,0.98822,0.805494,0.681455,0.516824,9,2903,224783,701,2013,0.793706,1.260 ,97.562 ,0.304 ,0.874 
109,0.991415,0.777637,0.788132,0.650345,5.91608,3679,224743,1052,926,0.897128,1.597 ,97.545 ,0.457 ,0.402 
110,0.993572,0,0,0,6.403124,0,228919,853,628,0.498144,0.000 ,99.357 ,0.370 ,0.273 
111,0.975716,0.141893,0.239913,0.136308,8.888194,883,223922,5340,255,0.876315,0.383 ,97.188 ,2.318 ,0.111 
112,0.98072,0.695894,0.741564,0.589274,9.949874,6373,219585,2785,1657,0.890562,2.766 ,95.306 ,1.209 ,0.719 
113,0.97997,0.77041,0.794953,0.659686,9.055385,8946,216839,2666,1949,0.904483,3.883 ,94.114 ,1.157 ,0.846 
114,0.981736,0.831671,0.700498,0.539051,7.937254,4921,221271,996,3212,0.800292,2.136 ,96.038 ,0.432 ,1.394 
115,0.972422,0.732819,0.649454,0.480882,8.660254,5886,218160,2146,4208,0.786689,2.555 ,94.688 ,0.931 ,1.826 
116,0.984891,0.744192,0.781193,0.640949,9.110434,6214,220705,2136,1345,0.906241,2.697 ,95.792 ,0.927 ,0.584 
117,0.979874,0.713853,0.75318,0.604081,11.83216,7075,218688,2836,1801,0.892146,3.071 ,94.917 ,1.231 ,0.782 
118,0.979783,0.698242,0.745798,0.594639,11.7047,6833,218909,2953,1705,0.893497,2.966 ,95.013 ,1.282 ,0.740 
119,0.983754,0.742379,0.724394,0.567883,10.816654,4919,221738,1707,2036,0.849811,2.135 ,96.240 ,0.741 ,0.884 
120,0.992439,0.826418,0.817592,0.691463,6.403124,3904,224754,820,922,0.902658,1.694 ,97.549 ,0.356 ,0.400 
121,0.995369,0.829072,0.816066,0.689284,4,2367,226966,488,579,0.900658,1.027 ,98.510 ,0.212 ,0.251 
122,0.997934,0.807547,0.729545,0.57424,4.898979,642,229282,153,323,0.832309,0.279 ,99.515 ,0.066 ,0.140 
123,0.988572,0.242936,0.319814,0.190344,13.341664,619,227148,1929,704,0.729728,0.269 ,98.589 ,0.837 ,0.306 
124,0.995538,0,0,0,9.746794,0,229372,1028,0,0.997769,0.000 ,99.554 ,0.446 ,0.000 
125,0.996476,0.683507,0.772676,0.629562,6.63325,1380,228208,639,173,0.942905,0.599 ,99.049 ,0.277 ,0.075 
126,0.988911,0.752549,0.750269,0.600344,6.480741,3838,224007,1262,1293,0.8712,1.666 ,97.225 ,0.548 ,0.561 
127,0.990599,0.649289,0.5585,0.387443,8.888194,1370,226864,740,1426,0.743367,0.595 ,98.465 ,0.321 ,0.619 
128,0.980443,0.598153,0.636906,0.46725,12.961481,3952,221942,2655,1851,0.834603,1.715 ,96.329 ,1.152 ,0.803 
129,0.982639,0.833061,0.820821,0.696095,11.090537,9162,217238,1836,2164,0.900277,3.977 ,94.287 ,0.797 ,0.939 
130,0.982244,0.818636,0.809286,0.679665,10.677078,8680,217629,1923,2168,0.895694,3.767 ,94.457 ,0.835 ,0.941 
131,0.972144,0.777636,0.782588,0.642829,10.34408,11551,212431,3303,3115,0.886147,5.013 ,92.201 ,1.434 ,1.352 
132,0.973694,0.801025,0.790066,0.652983,10.535654,11405,212934,2833,3228,0.883136,4.950 ,92.419 ,1.230 ,1.401 
133,0.9701,0.731255,0.77748,0.635965,11.313708,12035,211476,4423,2466,0.904728,5.224 ,91.786 ,1.920 ,1.070 
134,0.981528,0.841454,0.822504,0.69852,8.888194,9861,216283,1858,2398,0.897936,4.280 ,93.873 ,0.806 ,1.041 
135,0.980625,0.816403,0.772871,0.62982,8.888194,7595,218341,1708,2756,0.862992,3.296 ,94.766 ,0.741 ,1.196 
136,0.989709,0.75473,0.73635,0.582717,6.164414,3311,224718,1076,1295,0.85704,1.437 ,97.534 ,0.467 ,0.562 
137,0.982031,0.797371,0.727309,0.571473,10.677078,5521,220739,1403,2737,0.831124,2.396 ,95.807 ,0.609 ,1.188 
138,0.970095,0.772584,0.694104,0.531516,10.86278,7817,215693,2301,4589,0.809772,3.393 ,93.617 ,0.999 ,1.992 
139,0.989288,0.843817,0.843817,0.72983,6.480741,6667,221265,1234,1234,0.919136,2.894 ,96.035 ,0.536 ,0.536 
140,0.975924,0.758045,0.785822,0.647205,9.219544,10176,214677,3248,2299,0.900404,4.417 ,93.176 ,1.410 ,0.998 
141,0.980239,0.856892,0.824972,0.702087,8.660254,10730,215117,1792,2761,0.893542,4.657 ,93.367 ,0.778 ,1.198 
142,0.98079,0.791797,0.556779,0.38579,8.185353,2780,223194,731,3695,0.71304,1.207 ,96.872 ,0.317 ,1.604 
143,0.985512,0.604433,0.600527,0.429109,7.681146,2509,224553,1642,1696,0.794706,1.089 ,97.462 ,0.713 ,0.736 
144,0.993681,0.552868,0.52356,0.35461,7.211103,800,228144,647,809,0.747188,0.347 ,99.021 ,0.281 ,0.351 
145,0.989922,0.788358,0.796244,0.661467,7.681146,4537,223541,1218,1104,0.899435,1.969 ,97.023 ,0.529 ,0.479 
146,0.979683,0.735099,0.699145,0.537451,9.591663,5439,220280,1960,2721,0.828862,2.361 ,95.608 ,0.851 ,1.181 
147,0.988351,0.786992,0.769851,0.625819,6.324555,4489,223227,1215,1469,0.874014,1.948 ,96.887 ,0.527 ,0.638 
148,0.989392,0.810197,0.724278,0.56774,6.855655,3210,224746,752,1692,0.82575,1.393 ,97.546 ,0.326 ,0.734 
149,0.993008,0.743162,0.683435,0.519104,5.830952,1739,227050,601,1010,0.814977,0.755 ,98.546 ,0.261 ,0.438 
150,0.998542,0.847436,0.797346,0.662989,4.123106,661,229403,119,217,0.876164,0.287 ,99.567 ,0.052 ,0.094 
151,0.998928,0.914513,0.788346,0.650636,3.741657,460,229693,43,204,0.846292,0.200 ,99.693 ,0.019 ,0.089 
152,0.998976,0.824275,0.794066,0.658466,3.741657,455,229709,97,139,0.882786,0.197 ,99.700 ,0.042 ,0.060 
153,0.97911,0.80193,0.79888,0.665113,7.937254,9559,216028,2361,2452,0.892521,4.149 ,93.762 ,1.025 ,1.064 
154,0.965213,0.833101,0.748785,0.598447,11.269428,11945,210440,2393,5622,0.834362,5.184 ,91.337 ,1.039 ,2.440 
155,0.971085,0.812764,0.750562,0.600719,8.246211,10023,213715,2309,4353,0.843258,4.350 ,92.758 ,1.002 ,1.889 
156,0.96977,0.823014,0.757865,0.610132,8.774964,10900,212535,2344,4621,0.845683,4.731 ,92.246 ,1.017 ,2.006 
157,0.971441,0.859009,0.781555,0.641436,8.485281,11771,212049,1932,4648,0.853942,5.109 ,92.035 ,0.839 ,2.017 
158,0.972956,0.856168,0.804149,0.672449,8.062258,12792,211377,2149,4082,0.874013,5.552 ,91.743 ,0.933 ,1.772 
159,0.974792,0.841291,0.806064,0.675131,8.831761,12070,212522,2277,3531,0.881534,5.239 ,92.240 ,0.988 ,1.533 
160,0.971714,0.86393,0.834883,0.716566,9.219544,16476,207407,2595,3922,0.897685,7.151 ,90.020 ,1.126 ,1.702 
161,0.971571,0.852246,0.83832,0.721644,8.306624,16981,206869,2944,3606,0.905405,7.370 ,89.787 ,1.278 ,1.565 
162,0.970208,0.856553,0.781025,0.640722,10.099505,12241,211295,2050,4814,0.854064,5.313 ,91.708 ,0.890 ,2.089 
163,0.973481,0.842699,0.769989,0.626002,10.246951,10227,214063,1909,4201,0.849995,4.439 ,92.909 ,0.829 ,1.823 
164,0.974297,0.837013,0.810496,0.681373,9.055385,12664,211814,2466,3456,0.88705,5.497 ,91.933 ,1.070 ,1.500 
165,0.976897,0.813869,0.819846,0.694695,8.774964,12112,212965,2770,2553,0.906536,5.257 ,92.433 ,1.202 ,1.108 
166,0.975495,0.848576,0.743736,0.592023,8.3666,8193,216561,1462,4184,0.827624,3.556 ,93.993 ,0.635 ,1.816 
167,0.972391,0.857065,0.798428,0.664487,9.797959,12598,211441,2101,4260,0.868731,5.468 ,91.771 ,0.912 ,1.849 
168,0.977626,0.81732,0.827054,0.705108,8.124038,12326,212919,2755,2400,0.912125,5.350 ,92.413 ,1.196 ,1.042 
169,0.980056,0.828386,0.746147,0.595083,10.392305,6753,219052,1399,3196,0.836208,2.931 ,95.075 ,0.607 ,1.387 
170,0.978268,0.855457,0.793857,0.658179,9.433981,9641,215752,1629,3378,0.86652,4.184 ,93.642 ,0.707 ,1.466 
171,0.975577,0.83175,0.796749,0.662164,8.944272,11029,213744,2231,3396,0.877123,4.787 ,92.771 ,0.968 ,1.474 
172,0.989032,0.834923,0.792136,0.655816,7.615773,4815,223058,952,1575,0.874636,2.090 ,96.813 ,0.413 ,0.684 
173,0.971649,0.84583,0.799853,0.666462,8.774964,13052,210816,2379,4153,0.873729,5.665 ,91.500 ,1.033 ,1.803 
174,0.966437,0.862189,0.742173,0.590044,9.899495,11130,211537,1779,5954,0.821574,4.831 ,91.813 ,0.772 ,2.584 
175,0.961489,0.865887,0.714538,0.555861,10.29563,11105,210422,1720,7153,0.800059,4.820 ,91.329 ,0.747 ,3.105 
176,0.971293,0.855529,0.784504,0.645419,9.899495,12039,211747,2033,4581,0.857429,5.225 ,91.904 ,0.882 ,1.988 
177,0.966914,0.828001,0.773509,0.630669,9.591663,13017,209760,2704,4919,0.85651,5.650 ,91.042 ,1.174 ,2.135 
178,0.979709,0.774612,0.804565,0.673031,8.185353,9623,216102,2800,1875,0.912069,4.177 ,93.794 ,1.215 ,0.814 
179,0.96822,0.833593,0.753915,0.605028,10.29563,11216,211862,2239,5083,0.838841,4.868 ,91.954 ,0.972 ,2.206 
180,0.976428,0.838441,0.833533,0.714579,8.062258,13597,211372,2620,2811,0.908219,5.901 ,91.741 ,1.137 ,1.220 
181,0.967947,0.857674,0.771256,0.627678,10.198039,12450,210565,2066,5319,0.845471,5.404 ,91.391 ,0.897 ,2.309 
182,0.971827,0.849368,0.793891,0.658225,10.440307,12501,211408,2217,4274,0.867419,5.426 ,91.757 ,0.962 ,1.855 
183,0.978459,0.835785,0.791689,0.655204,7.937254,9431,216006,1853,3110,0.871754,4.093 ,93.753 ,0.804 ,1.350 
184,0.980508,0.870301,0.840467,0.724833,6.928203,11830,214079,1763,2728,0.902222,5.135 ,92.916 ,0.765 ,1.184 
185,0.981367,0.846295,0.721107,0.563852,9.797959,5550,220557,1008,3285,0.811817,2.409 ,95.728 ,0.438 ,1.426 
186,0.976589,0.863634,0.844571,0.730959,9.110434,14655,210351,2314,3080,0.907726,6.361 ,91.298 ,1.004 ,1.337 
187,0.97444,0.860812,0.75919,0.611851,10.246951,9283,215228,1501,4388,0.836051,4.029 ,93.415 ,0.651 ,1.905 
188,0.973299,0.851791,0.78704,0.648858,9.327379,11368,212880,1978,4174,0.861116,4.934 ,92.396 ,0.859 ,1.812 
189,0.980148,0.841094,0.75727,0.60936,9,7135,218691,1348,3226,0.841257,3.097 ,94.918 ,0.585 ,1.400 
190,0.981532,0.82692,0.73388,0.579629,8.246211,5867,220278,1228,3027,0.827057,2.546 ,95.607 ,0.533 ,1.314 
191,0.985651,0.822915,0.779158,0.638214,6.928203,5832,221262,1255,2051,0.86709,2.531 ,96.034 ,0.545 ,0.890 
192,0.988264,0.795665,0.777887,0.63651,6.855655,4735,222961,1216,1488,0.877731,2.055 ,96.771 ,0.528 ,0.646 
193,0.979883,0.854445,0.750417,0.600534,13.038405,6968,218797,1187,3448,0.831787,3.024 ,94.964 ,0.515 ,1.497 
194,0.978919,0.84026,0.781265,0.641046,12.288206,8674,216869,1649,3208,0.861233,3.765 ,94.127 ,0.716 ,1.392 
195,0.982218,0.835241,0.575132,0.403639,7.81025,2773,223530,547,3550,0.718058,1.204 ,97.018 ,0.237 ,1.541 
196,0.980356,0.753142,0.79782,0.663644,8.185353,8930,216944,2927,1599,0.917411,3.876 ,94.160 ,1.270 ,0.694 
197,0.971619,0.866289,0.740629,0.588094,10.34408,9336,214525,1441,5098,0.820067,4.052 ,93.110 ,0.625 ,2.213 
198,0.97145,0.831737,0.77577,0.63368,10.148892,11379,212443,2302,4276,0.85807,4.939 ,92.206 ,0.999 ,1.856 
199,0.975221,0.815721,0.822199,0.69808,8.660254,13200,211491,2982,2727,0.907439,5.729 ,91.793 ,1.294 ,1.184 
200,0.969696,0.84514,0.78942,0.6521,7.937254,13087,210331,2398,4584,0.86466,5.680 ,91.289 ,1.041 ,1.990 
201,0.97651,0.84356,0.839559,0.723483,7.81025,14160,210828,2626,2786,0.911647,6.146 ,91.505 ,1.140 ,1.209 
202,0.976953,0.851725,0.853558,0.744527,8.306624,15475,209615,2694,2616,0.921354,6.717 ,90.979 ,1.169 ,1.135 
203,0.972378,0.852848,0.845736,0.732706,8.831761,17445,206591,3010,3354,0.912191,7.572 ,89.666 ,1.306 ,1.456 
204,0.971194,0.85766,0.842677,0.728126,9,17775,205988,2950,3687,0.907044,7.715 ,89.405 ,1.280 ,1.600 
205,0.975313,0.860952,0.844684,0.731127,8.774964,15467,209245,2498,3190,0.908611,6.713 ,90.818 ,1.084 ,1.385 
206,0.969223,0.838082,0.76975,0.625686,9.380832,11853,211456,2290,4801,0.850504,5.145 ,91.778 ,0.994 ,2.084 
207,0.973902,0.821998,0.69691,0.534814,9.055385,6913,217474,1497,4516,0.799014,3.000 ,94.390 ,0.650 ,1.960 
208,0.991645,0.816368,0.79092,0.65415,4.358899,3641,224834,819,1106,0.881691,1.580 ,97.584 ,0.355 ,0.480 
