index,Accuracy,Precision,DiceSimilarityCoefficient,IntersectionOverUnion,HausdorffDistance,TruePositive,TrueNegative,FalsePositive,FalseNegative,AUC,TruePositive_nor,TrueNegative_nor,FalsePositive_nor,FalseNegative_nor
17563,0.978164,0.821068,0.82098,0.696324,7.81025,11536,213833,2514,2517,0.904636,5.007 ,92.809 ,1.091 ,1.092 
17564,0.979731,0.831212,0.83276,0.713444,7.745967,11627,214103,2361,2309,0.911703,5.046 ,92.927 ,1.025 ,1.002 
17565,0.973815,0.594156,0.682591,0.518131,9.591663,6487,217880,4431,1602,0.891011,2.816 ,94.566 ,1.923 ,0.695 
17566,0.966966,0.608185,0.694448,0.531919,9.848858,8649,214140,5572,2039,0.891932,3.754 ,92.943 ,2.418 ,0.885 
17567,0.957522,0.404624,0.539067,0.368988,11.401754,5723,214890,8421,1366,0.884799,2.484 ,93.268 ,3.655 ,0.593 
17568,0.984887,0.808194,0.817754,0.691695,8,7812,219106,1854,1628,0.909576,3.391 ,95.098 ,0.805 ,0.707 
17569,0.980399,0.837873,0.838829,0.7224,7.348469,11752,214132,2274,2242,0.91464,5.101 ,92.939 ,0.987 ,0.973 
17570,0.994362,0.813392,0.811384,0.682629,4.472136,2794,226307,641,658,0.903281,1.213 ,98.224 ,0.278 ,0.286 
17571,0.993273,0.770078,0.787205,0.649083,4.582576,2867,225983,856,694,0.900669,1.244 ,98.083 ,0.372 ,0.301 
17572,0.990187,0.764066,0.785586,0.646884,5.291503,4142,223997,1279,982,0.901338,1.798 ,97.221 ,0.555 ,0.426 
17573,0.986584,0.749503,0.760146,0.613093,6.928203,4898,222411,1637,1454,0.881895,2.126 ,96.533 ,0.711 ,0.631 
17574,0.985838,0.714888,0.737173,0.583748,7,4576,222561,1825,1438,0.876379,1.986 ,96.598 ,0.792 ,0.624 
17575,0.991975,0.857289,0.844687,0.731133,6.082763,5028,223523,837,1012,0.91436,2.182 ,97.015 ,0.363 ,0.439 
17576,0.985495,0.804829,0.769135,0.624874,8.124038,5567,221491,1350,1992,0.865207,2.416 ,96.133 ,0.586 ,0.865 
17577,0.983194,0.706821,0.744017,0.592378,8.602325,5627,220901,2334,1538,0.887445,2.442 ,95.877 ,1.013 ,0.668 
17578,0.990734,0.785687,0.792335,0.656089,5.477226,4073,224192,1111,1024,0.897083,1.768 ,97.306 ,0.482 ,0.444 
17579,0.995347,0.472574,0.593939,0.422414,9.273618,784,228544,875,197,0.897685,0.340 ,99.194 ,0.380 ,0.086 
17580,0.995677,0.55633,0.67557,0.510084,7.211103,1037,228367,827,169,0.92813,0.450 ,99.118 ,0.359 ,0.073 
17581,0.984874,0.772996,0.759273,0.611959,10.488088,5496,221419,1614,1871,0.869396,2.385 ,96.102 ,0.701 ,0.812 
17582,0.973203,0.797648,0.815349,0.688261,9.591663,13631,210595,3458,2716,0.908849,5.916 ,91.404 ,1.501 ,1.179 
17583,0.982335,0.739732,0.713944,0.555143,10.954451,5079,221251,1787,2283,0.840941,2.204 ,96.029 ,0.776 ,0.991 
17584,0.99174,0.581981,0.686129,0.522219,8.717798,2080,226417,1494,409,0.914561,0.903 ,98.271 ,0.648 ,0.178 
17585,0.984045,0.742792,0.68057,0.515806,10.630146,3916,222808,1356,2320,0.810959,1.700 ,96.705 ,0.589 ,1.007 
17586,0.984332,0.837274,0.785808,0.647185,9.591663,6622,220168,1287,2323,0.867245,2.874 ,95.559 ,0.559 ,1.008 
17587,0.98184,0.824483,0.787052,0.648875,10.246951,7732,218484,1646,2538,0.872698,3.356 ,94.828 ,0.714 ,1.102 
17588,0.971528,0.750562,0.775803,0.633724,13.928388,11350,212490,3772,2788,0.89268,4.926 ,92.227 ,1.637 ,1.210 
17589,0.955499,0.646578,0.675569,0.510082,12.247449,10675,209472,5835,4418,0.84009,4.633 ,90.917 ,2.533 ,1.918 
17590,0.988815,0.849545,0.817764,0.69171,7.549834,5782,222041,1024,1553,0.891842,2.510 ,96.372 ,0.444 ,0.674 
17591,0.990204,0.769467,0.799716,0.666272,7.745967,4506,223637,1350,907,0.91322,1.956 ,97.065 ,0.586 ,0.394 
17592,0.988303,0.829173,0.825578,0.702965,8.306624,6378,221327,1314,1381,0.908056,2.768 ,96.062 ,0.570 ,0.599 
17593,0.983286,0.815616,0.824003,0.700684,7.874008,9015,217534,2038,1813,0.911641,3.913 ,94.416 ,0.885 ,0.787 
17594,0.984913,0.828142,0.837144,0.719903,8.124038,8934,217990,1854,1622,0.918955,3.878 ,94.614 ,0.805 ,0.704 
17595,0.985621,0.819864,0.839805,0.723848,9,8684,218403,1908,1405,0.926039,3.769 ,94.793 ,0.828 ,0.610 
17596,0.982448,0.761673,0.807208,0.676739,7.483315,8466,217890,2649,1395,0.923261,3.674 ,94.570 ,1.150 ,0.605 
17597,0.980495,0.786632,0.809625,0.680142,9.165151,9556,216350,2592,1902,0.911082,4.148 ,93.902 ,1.125 ,0.826 
17598,0.98079,0.848342,0.805843,0.674822,8.485281,9185,216789,1642,2784,0.879941,3.987 ,94.092 ,0.713 ,1.208 
17599,0.987326,0.840868,0.83458,0.716119,5.744563,7366,220114,1394,1526,0.911046,3.197 ,95.536 ,0.605 ,0.662 
17600,0.985707,0.80299,0.822432,0.698416,6.855655,7626,219481,1871,1422,0.917193,3.310 ,95.261 ,0.812 ,0.617 
17601,0.979796,0.674407,0.739084,0.586149,9.433981,6593,219152,3183,1472,0.901583,2.862 ,95.118 ,1.382 ,0.639 
17602,0.988598,0.717083,0.774216,0.631608,8.544004,4504,223269,1777,850,0.916672,1.955 ,96.905 ,0.771 ,0.369 
17603,0.979605,0.755823,0.772611,0.629475,9.949874,7983,217718,2579,2120,0.889227,3.465 ,94.496 ,1.119 ,0.920 
17604,0.98043,0.817253,0.809771,0.680349,7.937254,9597,216294,2146,2363,0.8963,4.165 ,93.878 ,0.931 ,1.026 
17605,0.981745,0.851811,0.785277,0.646465,8.3666,7691,218503,1338,2868,0.861149,3.338 ,94.836 ,0.581 ,1.245 
17606,0.982938,0.807903,0.807784,0.677549,9.055385,8260,218209,1964,1967,0.899373,3.585 ,94.709 ,0.852 ,0.854 
17607,0.994336,0.576122,0.656126,0.488235,7.141428,1245,227850,916,389,0.878965,0.540 ,98.893 ,0.398 ,0.169 
17608,0.999245,0,0,0,5.477226,0,230226,174,0,0.999622,0.000 ,99.924 ,0.076 ,0.000 
17609,0.991814,0.845679,0.790677,0.653818,6,3562,224952,650,1236,0.869756,1.546 ,97.635 ,0.282 ,0.536 
17610,0.980169,0.838406,0.825016,0.702151,9.219544,10771,215060,2076,2493,0.901243,4.675 ,93.342 ,0.901 ,1.082 
17611,0.983863,0.850912,0.843083,0.728732,8.717798,9988,216694,1750,1968,0.913693,4.335 ,94.051 ,0.760 ,0.854 
17612,0.982543,0.840313,0.838149,0.721391,8,10414,215964,1979,2043,0.913458,4.520 ,93.734 ,0.859 ,0.887 
17613,0.983086,0.84982,0.838667,0.722159,7.071068,10129,216374,1790,2107,0.909799,4.396 ,93.912 ,0.777 ,0.914 
17614,0.982365,0.834334,0.786954,0.648742,8.3666,7504,218833,1490,2573,0.868952,3.257 ,94.980 ,0.647 ,1.117 
17615,0.982326,0.828542,0.854831,0.746467,10.049876,11989,214339,2481,1591,0.9357,5.204 ,93.029 ,1.077 ,0.691 
17616,0.982118,0.807033,0.828946,0.707864,9.327379,9983,216297,2387,1733,0.920584,4.333 ,93.879 ,1.036 ,0.752 
17617,0.982166,0.616907,0.715778,0.557363,6.63325,5174,221117,3213,896,0.919033,2.246 ,95.971 ,1.395 ,0.389 
17618,0.985156,0.830769,0.83564,0.717682,6.557439,8694,218286,1771,1649,0.91626,3.773 ,94.742 ,0.769 ,0.716 
17619,0.977986,0.738605,0.783396,0.64392,10.440307,9172,216156,3246,1826,0.909588,3.981 ,93.818 ,1.409 ,0.793 
17620,0.98513,0.834417,0.845411,0.732218,7.141428,9368,217606,1859,1567,0.924114,4.066 ,94.447 ,0.807 ,0.680 
17621,0.984826,0.837745,0.844096,0.730247,6.324555,9464,217440,1833,1663,0.921092,4.108 ,94.375 ,0.796 ,0.722 
17622,0.983277,0.838779,0.824281,0.701086,7.681146,9037,217510,1737,2116,0.901176,3.922 ,94.405 ,0.754 ,0.918 
17623,0.990747,0.834763,0.845641,0.732564,6.708204,5840,222428,1156,976,0.925819,2.535 ,96.540 ,0.502 ,0.424 
17624,0.990386,0.857212,0.864898,0.761956,6.244998,7090,221095,1181,1034,0.933705,3.077 ,95.961 ,0.513 ,0.449 
17625,0.988164,0.837207,0.845417,0.732227,6.78233,7457,220216,1450,1277,0.923624,3.237 ,95.580 ,0.629 ,0.554 
17626,0.98648,0.800573,0.817591,0.691462,6.855655,6981,220304,1739,1376,0.913758,3.030 ,95.618 ,0.755 ,0.597 
17627,0.988234,0.846874,0.848624,0.737051,6.63325,7599,220090,1374,1337,0.922088,3.298 ,95.525 ,0.596 ,0.580 
17628,0.988016,0.859452,0.847231,0.734952,6.557439,7656,219983,1252,1509,0.914846,3.323 ,95.479 ,0.543 ,0.655 
17629,0.987396,0.837629,0.848387,0.736694,6.708204,8125,219371,1575,1329,0.926148,3.526 ,95.213 ,0.684 ,0.577 
17630,0.987734,0.838468,0.849038,0.737678,7.071068,7947,219627,1531,1295,0.926478,3.449 ,95.324 ,0.664 ,0.562 
17631,0.985716,0.830978,0.837265,0.720082,7.28011,8466,218643,1722,1569,0.917916,3.674 ,94.897 ,0.747 ,0.681 
17632,0.984492,0.836369,0.834392,0.715842,6.78233,9001,217826,1761,1812,0.912202,3.907 ,94.543 ,0.764 ,0.786 
17633,0.983585,0.822725,0.83054,0.710192,6.557439,9268,217350,1997,1785,0.914701,4.023 ,94.336 ,0.867 ,0.775 
17634,0.985356,0.834228,0.84453,0.730898,6.164414,9164,217862,1821,1553,0.9234,3.977 ,94.558 ,0.790 ,0.674 
17635,0.982682,0.816629,0.819946,0.694837,6.78233,9085,217325,2040,1950,0.906995,3.943 ,94.325 ,0.885 ,0.846 
17636,0.984188,0.818332,0.830692,0.710413,6.324555,8937,217820,1984,1659,0.917203,3.879 ,94.540 ,0.861 ,0.720 
17637,0.985781,0.843456,0.847002,0.734608,6.164414,9068,218056,1683,1593,0.921459,3.936 ,94.642 ,0.730 ,0.691 
17638,0.985829,0.841582,0.847366,0.735156,6.244998,9063,218072,1706,1559,0.922733,3.934 ,94.649 ,0.740 ,0.677 
17639,0.985213,0.838498,0.839799,0.723839,6.244998,8930,218063,1720,1687,0.916639,3.876 ,94.645 ,0.747 ,0.732 
17640,0.987122,0.862962,0.862441,0.758151,6.082763,9301,218132,1477,1490,0.927598,4.037 ,94.675 ,0.641 ,0.647 
17641,0.984145,0.822234,0.831309,0.711317,6.244998,9001,217746,1946,1707,0.915864,3.907 ,94.508 ,0.845 ,0.741 
17642,0.985056,0.851609,0.842864,0.728406,6.480741,9234,217723,1609,1834,0.913481,4.008 ,94.498 ,0.698 ,0.796 
17643,0.984401,0.834799,0.835259,0.717119,6.324555,9111,217695,1803,1791,0.913752,3.954 ,94.486 ,0.783 ,0.777 
17644,0.986376,0.851389,0.854197,0.7455,6.403124,9195,218066,1605,1534,0.924858,3.991 ,94.647 ,0.697 ,0.666 
17645,0.984375,0.839571,0.833272,0.714195,6.403124,8996,217804,1719,1881,0.909618,3.905 ,94.533 ,0.746 ,0.816 
17646,0.984167,0.815443,0.827403,0.705617,7.141428,8744,218008,1979,1669,0.915362,3.795 ,94.622 ,0.859 ,0.724 
17647,0.984436,0.828945,0.833935,0.715171,6.164414,9004,217810,1858,1728,0.915264,3.908 ,94.536 ,0.806 ,0.750 
17648,0.98352,0.832042,0.824384,0.701235,6.082763,8912,217691,1799,1998,0.904334,3.868 ,94.484 ,0.781 ,0.867 
17649,0.984605,0.841903,0.83497,0.716693,6.63325,8973,217880,1685,1862,0.910238,3.895 ,94.566 ,0.731 ,0.808 
17650,0.985438,0.826768,0.841708,0.72668,6.855655,8920,218125,1869,1486,0.924351,3.872 ,94.672 ,0.811 ,0.645 
17651,0.985217,0.839169,0.840349,0.724656,6.557439,8964,218030,1718,1688,0.916857,3.891 ,94.631 ,0.746 ,0.733 
17652,0.984601,0.847884,0.837724,0.720762,6.164414,9158,217694,1643,1905,0.910157,3.975 ,94.485 ,0.713 ,0.827 
17653,0.979132,0.860295,0.794898,0.659611,6.63325,9317,216275,1513,3295,0.865897,4.044 ,93.869 ,0.657 ,1.430 
17654,0.977904,0.842047,0.781718,0.641656,6.928203,9116,216193,1710,3381,0.860804,3.957 ,93.834 ,0.742 ,1.467 
17655,0.98763,0.8302,0.830398,0.709983,6.244998,6977,220573,1427,1423,0.912084,3.028 ,95.735 ,0.619 ,0.618 
17656,0.988898,0.848813,0.846366,0.733653,6,7046,220796,1255,1303,0.919141,3.058 ,95.832 ,0.545 ,0.566 
17657,0.987904,0.837673,0.839171,0.722907,6.557439,7271,220342,1409,1378,0.917161,3.156 ,95.635 ,0.612 ,0.598 
17658,0.988576,0.857626,0.856504,0.749023,6,7855,219913,1304,1328,0.924745,3.409 ,95.448 ,0.566 ,0.576 
17659,0.986055,0.824887,0.823665,0.700196,6.164414,7504,219683,1593,1620,0.907624,3.257 ,95.349 ,0.691 ,0.703 
17660,0.987383,0.826389,0.833171,0.714047,6.63325,7259,220234,1525,1382,0.916594,3.151 ,95.588 ,0.662 ,0.600 
17661,0.987283,0.821649,0.830851,0.710646,6.164414,7196,220274,1562,1368,0.91661,3.123 ,95.605 ,0.678 ,0.594 
17662,0.988971,0.833967,0.846789,0.734288,6.082763,7022,220837,1398,1143,0.926861,3.048 ,95.849 ,0.607 ,0.496 
17663,0.98934,0.847847,0.850226,0.739472,5.830952,6971,220973,1251,1205,0.923494,3.026 ,95.908 ,0.543 ,0.523 
17664,0.9827,0.658231,0.730785,0.575777,8.124038,5410,221004,2809,1177,0.904382,2.348 ,95.922 ,1.219 ,0.511 
17665,0.978064,0.841255,0.75915,0.611798,11.532563,7965,217381,1503,3551,0.84239,3.457 ,94.349 ,0.652 ,1.541 
17666,0.980252,0.86923,0.820172,0.695163,9.797959,10376,215474,1561,2989,0.884582,4.503 ,93.522 ,0.678 ,1.297 
17667,0.978459,0.855902,0.852049,0.742235,8.246211,14291,211146,2406,2557,0.918482,6.203 ,91.643 ,1.044 ,1.110 
17668,0.97727,0.882946,0.851277,0.741063,9.486833,14988,210175,1987,3250,0.906218,6.505 ,91.222 ,0.862 ,1.411 
17669,0.975595,0.857068,0.852874,0.743488,9.273618,16298,208479,2718,2905,0.917926,7.074 ,90.486 ,1.180 ,1.261 
17670,0.983034,0.755037,0.795586,0.660559,7.549834,7607,218884,2468,1441,0.914794,3.302 ,95.002 ,1.071 ,0.625 
17671,0.98349,0.785174,0.797228,0.662826,6,7478,219118,2046,1758,0.900203,3.246 ,95.103 ,0.888 ,0.763 
17672,0.984952,0.804045,0.815713,0.688779,7.745967,7673,219260,1870,1597,0.909634,3.330 ,95.165 ,0.812 ,0.693 
17673,0.988559,0.781254,0.80929,0.679669,5.567764,5593,222171,1566,1070,0.916206,2.428 ,96.428 ,0.680 ,0.464 
17674,0.997405,0.814587,0.756117,0.607869,3.872983,927,228875,211,387,0.852279,0.402 ,99.338 ,0.092 ,0.168 
17675,0.981827,0.678764,0.746718,0.59581,9.165151,6172,220041,2921,1266,0.908346,2.679 ,95.504 ,1.268 ,0.549 
17676,0.986089,0.808943,0.806846,0.67623,10.488088,6694,220501,1581,1624,0.898821,2.905 ,95.704 ,0.686 ,0.705 
17677,0.986727,0.829114,0.755164,0.606638,8.306624,4716,222626,972,2086,0.844489,2.047 ,96.626 ,0.422 ,0.905 
17678,0.986528,0.502013,0.562447,0.391253,8.3666,1995,225301,1979,1125,0.815358,0.866 ,97.787 ,0.859 ,0.488 
17679,0.965017,0.721347,0.696582,0.534427,9.949874,9252,213088,3574,4486,0.828482,4.016 ,92.486 ,1.551 ,1.947 
17680,0.973698,0.810745,0.777598,0.636123,9.327379,10594,213746,2473,3587,0.867809,4.598 ,92.772 ,1.073 ,1.557 
17681,0.978025,0.790983,0.800787,0.66776,7.549834,10176,215161,2689,2374,0.899247,4.417 ,93.386 ,1.167 ,1.030 
17682,0.978459,0.790522,0.800531,0.667404,8.185353,9959,215478,2639,2324,0.899348,4.322 ,93.523 ,1.145 ,1.009 
17683,0.977713,0.728514,0.775283,0.633031,7.28011,8858,216407,3301,1834,0.906723,3.845 ,93.927 ,1.433 ,0.796 
17684,0.98026,0.821403,0.780099,0.639477,8.544004,8067,217785,1754,2794,0.86738,3.501 ,94.525 ,0.761 ,1.213 
17685,0.979874,0.827228,0.80617,0.67528,7.615773,9643,216120,2014,2623,0.888462,4.185 ,93.802 ,0.874 ,1.138 
17686,0.97951,0.77427,0.761313,0.614612,9.219544,7529,218150,2195,2526,0.86941,3.268 ,94.683 ,0.953 ,1.096 
17687,0.977001,0.814726,0.804602,0.673083,8.602325,10910,214191,2481,2818,0.891638,4.735 ,92.965 ,1.077 ,1.223 
17688,0.974948,0.817693,0.784402,0.64528,8.717798,10500,214128,2341,3431,0.87145,4.557 ,92.938 ,1.016 ,1.489 
17689,0.978615,0.818855,0.810113,0.680832,8.062258,10510,214963,2325,2602,0.895428,4.562 ,93.300 ,1.009 ,1.129 
17690,0.972925,0.694926,0.733259,0.578855,10.246951,8574,215588,3764,2474,0.879454,3.721 ,93.571 ,1.634 ,1.074 
17691,0.987313,0.808631,0.792002,0.655631,6.244998,5565,221912,1317,1606,0.885071,2.415 ,96.316 ,0.572 ,0.697 
17692,0.977296,0.783946,0.784688,0.645668,7.549834,9532,215637,2627,2604,0.886698,4.137 ,93.592 ,1.140 ,1.130 
17693,0.979071,0.79153,0.77836,0.637144,7.937254,8467,217111,2230,2592,0.877727,3.675 ,94.232 ,0.968 ,1.125 
17694,0.975165,0.789872,0.758463,0.610907,8.062258,8984,215694,2390,3332,0.859249,3.899 ,93.617 ,1.037 ,1.446 
17695,0.98112,0.799161,0.801134,0.668243,6.708204,8762,217288,2202,2148,0.896542,3.803 ,94.309 ,0.956 ,0.932 
17696,0.970035,0.880013,0.759944,0.612831,10.099505,10928,212568,1490,5414,0.830873,4.743 ,92.260 ,0.647 ,2.350 
17697,0.955738,0.872848,0.618453,0.447652,11.445523,8265,211937,1204,8994,0.736616,3.587 ,91.987 ,0.523 ,3.904 
17698,0.970282,0.855985,0.760603,0.613688,10.099505,10877,212676,1830,5017,0.837908,4.721 ,92.307 ,0.794 ,2.178 
17699,0.971602,0.872638,0.756449,0.608297,11,10161,213696,1483,5060,0.830336,4.410 ,92.750 ,0.644 ,2.196 
17700,0.969878,0.892993,0.734446,0.580335,9.327379,9597,213863,1150,5790,0.80918,4.165 ,92.822 ,0.499 ,2.513 
17701,0.973707,0.872425,0.814978,0.687732,9.797959,13342,211000,1951,4107,0.877733,5.791 ,91.580 ,0.847 ,1.783 
17702,0.97349,0.867613,0.791777,0.655324,9.055385,11613,212679,1772,4336,0.859935,5.040 ,92.309 ,0.769 ,1.882 
17703,0.981997,0.863456,0.811506,0.682802,7.681146,8929,217323,1412,2736,0.879498,3.875 ,94.324 ,0.613 ,1.188 
17704,0.983147,0.840763,0.834491,0.715989,6.480741,9789,216728,1854,2029,0.909915,4.249 ,94.066 ,0.805 ,0.881 
17705,0.983433,0.85731,0.775774,0.633685,8.062258,6603,219980,1099,2718,0.851715,2.866 ,95.477 ,0.477 ,1.180 
17706,0.988915,0.799626,0.813304,0.685352,7.071068,5563,222283,1394,1160,0.910613,2.414 ,96.477 ,0.605 ,0.503 
17707,0.98701,0.829558,0.796574,0.661923,8.306624,5860,221547,1204,1789,0.880354,2.543 ,96.158 ,0.523 ,0.776 
17708,0.984891,0.851096,0.828784,0.707626,7.615773,8425,218494,1474,2007,0.900455,3.657 ,94.832 ,0.640 ,0.871 
17709,0.971363,0.869168,0.760404,0.613429,10.099505,10470,213332,1576,5022,0.83425,4.544 ,92.592 ,0.684 ,2.180 
17710,0.977747,0.849268,0.807942,0.67777,9.643651,10784,214489,1914,3213,0.880803,4.681 ,93.094 ,0.831 ,1.395 
17711,0.979501,0.87492,0.802756,0.670504,8.062258,9611,216066,1374,3349,0.867635,4.171 ,93.779 ,0.596 ,1.454 
17712,0.976697,0.860575,0.772162,0.62888,9.848858,9098,215933,1474,3895,0.846722,3.949 ,93.721 ,0.640 ,1.691 
17713,0.97569,0.83991,0.716792,0.558594,9.848858,7088,217711,1351,4250,0.809494,3.076 ,94.493 ,0.586 ,1.845 
17714,0.986866,0.841521,0.809781,0.680363,6.480741,6441,220933,1213,1813,0.887444,2.796 ,95.891 ,0.526 ,0.787 
17715,0.990456,0.851339,0.767277,0.622424,7.071068,3625,224576,633,1566,0.847757,1.573 ,97.472 ,0.275 ,0.680 
17716,0.966523,0.8211,0.657915,0.490218,11.958261,7417,215270,1616,6097,0.770694,3.219 ,93.433 ,0.701 ,2.646 
17717,0.971775,0.874146,0.756706,0.60863,10.148892,10113,213784,1456,5047,0.83016,4.389 ,92.788 ,0.632 ,2.191 
17718,0.978103,0.800015,0.810843,0.681864,9,10813,214542,2703,2342,0.904763,4.693 ,93.117 ,1.173 ,1.016 
17719,0.969297,0.865522,0.686963,0.523187,12.041595,7762,215564,1206,5868,0.781958,3.369 ,93.561 ,0.523 ,2.547 
17720,0.974128,0.763495,0.712404,0.553282,9.591663,7383,217056,2287,3674,0.828648,3.204 ,94.208 ,0.993 ,1.595 
17721,0.988937,0.854856,0.813356,0.685425,7,5554,222297,943,1606,0.885737,2.411 ,96.483 ,0.409 ,0.697 
17722,0.987075,0.829913,0.836212,0.718526,5.91608,7602,219820,1558,1420,0.917785,3.299 ,95.408 ,0.676 ,0.616 
17723,0.969266,0.848302,0.720858,0.563548,10.908712,9143,214176,1635,5446,0.809564,3.968 ,92.958 ,0.710 ,2.364 
17724,0.955139,0.832913,0.624337,0.453844,15.716234,8589,211475,1723,8613,0.74561,3.728 ,91.786 ,0.748 ,3.738 
17725,0.973116,0.832644,0.745354,0.594076,10.77033,9065,215141,1822,4372,0.833116,3.934 ,93.377 ,0.791 ,1.898 
17726,0.974957,0.823242,0.796401,0.661683,10.198039,11285,213345,2423,3347,0.880013,4.898 ,92.598 ,1.052 ,1.453 
17727,0.966736,0.822871,0.763164,0.61703,10.723805,12348,210388,2658,5006,0.84953,5.359 ,91.314 ,1.154 ,2.173 
17728,0.971619,0.829299,0.801361,0.668559,10.677078,13190,210671,2715,3824,0.88126,5.725 ,91.437 ,1.178 ,1.660 
17729,0.9623,0.826048,0.678487,0.513417,12.4499,9165,212549,1930,6756,0.783328,3.978 ,92.252 ,0.838 ,2.932 
17730,0.965972,0.827744,0.710081,0.550484,12.124356,9601,212959,1998,5842,0.806205,4.167 ,92.430 ,0.867 ,2.536 
17731,0.969601,0.817157,0.735058,0.5811,11.61895,9716,213680,2174,4830,0.828939,4.217 ,92.743 ,0.944 ,2.096 
17732,0.971037,0.853049,0.73189,0.57715,10.77033,9108,214619,1569,5104,0.816805,3.953 ,93.151 ,0.681 ,2.215 
17733,0.956567,0.813678,0.629658,0.45949,13.304135,8507,211886,1948,8059,0.752206,3.692 ,91.964 ,0.845 ,3.498 
17734,0.975217,0.853659,0.713353,0.554428,10.77033,7105,217585,1218,4492,0.803546,3.084 ,94.438 ,0.529 ,1.950 
17735,0.974622,0.843913,0.730143,0.57498,9.949874,7910,216643,1463,4384,0.818348,3.433 ,94.029 ,0.635 ,1.903 
17736,0.988069,0.831129,0.831587,0.711724,5.385165,6787,220864,1379,1370,0.912921,2.946 ,95.861 ,0.599 ,0.595 
17737,0.980668,0.81954,0.761996,0.615504,7.745967,7130,218816,1570,2884,0.85244,3.095 ,94.972 ,0.681 ,1.252 
17738,0.97612,0.82803,0.723767,0.567113,9,7208,217690,1497,4005,0.817998,3.128 ,94.484 ,0.650 ,1.738 
17739,0.978802,0.808078,0.758337,0.610744,8.42615,7663,217853,1820,3064,0.85304,3.326 ,94.554 ,0.790 ,1.330 
17740,0.978407,0.771335,0.772779,0.629699,9.486833,8460,216965,2508,2467,0.881401,3.672 ,94.169 ,1.089 ,1.071 
17741,0.971636,0.818255,0.714467,0.555775,11.18034,8176,215689,1816,4719,0.812847,3.549 ,93.615 ,0.788 ,2.048 
17742,0.957496,0.768403,0.611712,0.440624,13.784049,7714,212893,2325,7468,0.748649,3.348 ,92.401 ,1.009 ,3.241 
17743,0.968416,0.851171,0.686323,0.522444,10.34408,7961,215162,1392,5885,0.78427,3.455 ,93.386 ,0.604 ,2.554 
17744,0.974206,0.822218,0.802761,0.670511,9.273618,12094,212363,2615,3328,0.88602,5.249 ,92.171 ,1.135 ,1.444 
17745,0.976497,0.857969,0.772622,0.62949,8.246211,9200,215785,1523,3892,0.847855,3.993 ,93.657 ,0.661 ,1.689 
17746,0.954214,0.828752,0.673577,0.507815,14.071247,10884,208967,2249,8300,0.77835,4.724 ,90.697 ,0.976 ,3.602 
17747,0.972075,0.868434,0.766291,0.621128,10,10548,213418,1598,4836,0.839108,4.578 ,92.629 ,0.694 ,2.099 
17748,0.971914,0.818472,0.755636,0.607247,9.591663,10005,213924,2219,4252,0.845747,4.342 ,92.849 ,0.963 ,1.845 
17749,0.975747,0.830094,0.812244,0.683847,8.124038,12087,212725,2474,3114,0.891824,5.246 ,92.329 ,1.074 ,1.352 
17750,0.975048,0.868389,0.799021,0.665308,8.774964,11428,213223,1732,4017,0.865929,4.960 ,92.545 ,0.752 ,1.743 
17751,0.979084,0.791619,0.801499,0.668752,8.717798,9729,215852,2561,2258,0.899952,4.223 ,93.686 ,1.112 ,0.980 
17752,0.965668,0.814285,0.767161,0.622272,13.228757,13031,209459,2972,4938,0.855601,5.656 ,90.911 ,1.290 ,2.143 
17753,0.969375,0.86961,0.835563,0.717568,11.789826,17927,205417,2688,4368,0.895583,7.781 ,89.157 ,1.167 ,1.896 
17754,0.96816,0.809088,0.797045,0.662573,14,14405,208659,3399,3937,0.884664,6.252 ,90.564 ,1.475 ,1.709 
17755,0.961819,0.842177,0.817811,0.691777,14.933185,19744,201859,3700,5097,0.888408,8.569 ,87.612 ,1.606 ,2.212 
17756,0.964796,0.839288,0.651694,0.483343,11.575837,7588,214701,1453,6658,0.762959,3.293 ,93.186 ,0.631 ,2.890 
17757,0.978511,0.824621,0.787063,0.64889,7.416198,9150,216299,1946,3005,0.87193,3.971 ,93.880 ,0.845 ,1.304 
17758,0.980677,0.851153,0.560773,0.389635,10.908712,2842,223106,497,3955,0.707951,1.234 ,96.834 ,0.216 ,1.717 
17759,0.962196,0.832614,0.684557,0.520401,11.357817,9451,212239,1900,6810,0.786167,4.102 ,92.118 ,0.825 ,2.956 
17760,0.972969,0.838528,0.7449,0.593499,10.049876,9093,215079,1751,4477,0.831003,3.947 ,93.350 ,0.760 ,1.943 
17761,0.961567,0.835022,0.699372,0.537719,13.928388,10300,211245,2035,6820,0.796047,4.470 ,91.686 ,0.883 ,2.960 
17762,0.965104,0.863315,0.694807,0.532341,11.74734,9152,213208,1449,6591,0.787294,3.972 ,92.538 ,0.629 ,2.861 
17763,0.978338,0.845763,0.745915,0.594788,11.313708,7326,218083,1336,3655,0.830532,3.180 ,94.654 ,0.580 ,1.586 
17764,0.974839,0.80342,0.727879,0.572177,11.224972,7753,216850,1897,3900,0.828325,3.365 ,94.119 ,0.823 ,1.693 
17765,0.96227,0.713248,0.693076,0.530311,13.527749,9815,211892,3946,4747,0.827866,4.260 ,91.967 ,1.713 ,2.060 
17766,0.962834,0.879726,0.700793,0.539401,12.60952,10028,211809,1371,7192,0.787957,4.352 ,91.931 ,0.595 ,3.122 
17767,0.974501,0.863177,0.771374,0.627835,12,9911,214614,1571,4304,0.844977,4.302 ,93.148 ,0.682 ,1.868 
